customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd
45189569^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541728^|^13013897^|^9123939^|^20170615^|^T12^|^T1235^|^T1236^|^T1237^|^30541698^|^525^|^1215054^|^525^|^525^|^575^|^20181213^|^20201230^|^1461200001309003249109397810607418^|^B^|^rg^|^MMC^|^19940103^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189570^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541729^|^13013898^|^9123940^|^20170330^|^T12^|^T1235^|^T1236^|^T1237^|^30541699^|^526^|^1215055^|^526^|^526^|^576^|^20181023^|^20201230^|^1461200001309003249109397810607419^|^I^|^rg^|^MMO^|^19930327^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189571^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541730^|^13013899^|^9123941^|^20170323^|^T12^|^T1235^|^T1236^|^T1237^|^30541700^|^527^|^1215056^|^527^|^527^|^577^|^20180114^|^20201230^|^1461200001309003249109397810607420^|^RG^|^rg^|^MMC^|^20030126^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189572^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541731^|^13013900^|^9123942^|^20160418^|^T12^|^T1235^|^T1236^|^T1237^|^30541701^|^528^|^1215057^|^528^|^528^|^578^|^20180312^|^20201230^|^1461200001309003249109397810607421^|^B^|^rg^|^MMC^|^20010614^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189573^|^0^|^1^|^1^|^0^|^0^|^IND^|^1130541732^|^13013901^|^9123943^|^20170429^|^T12^|^T1235^|^T1236^|^T1237^|^30541702^|^529^|^1215058^|^529^|^529^|^579^|^20180728^|^20201230^|^1461200001309003249109397810607422^|^I^|^rg^|^MMC^|^20100627^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189574^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130541733^|^13013902^|^9123944^|^20160518^|^T12^|^T1235^|^T1236^|^T1237^|^30541703^|^530^|^1215059^|^530^|^530^|^580^|^20180205^|^20201230^|^1461200001309003249109397810607423^|^RG^|^rg^|^MMC^|^20110910^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189575^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541734^|^13013903^|^9123945^|^20160713^|^T12^|^T1235^|^T1236^|^T1237^|^30541704^|^531^|^1215060^|^531^|^531^|^581^|^20180201^|^20201230^|^1461200001309003249109397810607424^|^RG^|^rg^|^MMC^|^20010409^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189576^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541735^|^13013904^|^9123946^|^20160411^|^T12^|^T1235^|^T1236^|^T1237^|^30541705^|^532^|^1215061^|^532^|^532^|^582^|^20180829^|^20201230^|^1461200001309003249109397810607425^|^I^|^rg^|^MMC^|^20050410^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189577^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541736^|^13013905^|^9123947^|^20170616^|^T12^|^T1235^|^T1236^|^T1237^|^30541706^|^533^|^1215062^|^533^|^533^|^583^|^20180915^|^20201230^|^1461200001309003249109397810607426^|^B^|^rg^|^MMO^|^20050305^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189578^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541737^|^13013906^|^9123948^|^20170205^|^T12^|^T1235^|^T1236^|^T1237^|^30541707^|^534^|^1215063^|^534^|^534^|^584^|^20180111^|^20201230^|^1461200001309003249109397810607427^|^RG^|^rg^|^MMC^|^19960430^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189579^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541738^|^13013907^|^9123949^|^20161103^|^T12^|^T1235^|^T1236^|^T1237^|^30541708^|^535^|^1215064^|^535^|^535^|^585^|^20180413^|^20201230^|^1461200001309003249109397810607428^|^B^|^rg^|^MMC^|^19840522^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189580^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541739^|^13013908^|^9123950^|^20170115^|^T12^|^T1235^|^T1236^|^T1237^|^30541709^|^536^|^1215065^|^536^|^536^|^586^|^20180729^|^20201230^|^1461200001309003249109397810607429^|^RG^|^rg^|^MMC^|^19841122^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189581^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541740^|^13013909^|^9123951^|^20170607^|^T12^|^T1235^|^T1236^|^T1237^|^30541710^|^537^|^1215066^|^537^|^537^|^587^|^20180717^|^20201230^|^1461200001309003249109397810607430^|^RG^|^rg^|^MMC^|^19850212^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189582^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541741^|^13013910^|^9123952^|^20161124^|^T12^|^T1235^|^T1236^|^T1237^|^30541711^|^538^|^1215067^|^538^|^538^|^588^|^20180715^|^20201230^|^1461200001309003249109397810607431^|^RG^|^rg^|^MMC^|^20040406^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189583^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130541742^|^13013911^|^9123953^|^20170214^|^T12^|^T1235^|^T1236^|^T1237^|^30541712^|^539^|^1215068^|^539^|^539^|^589^|^20180701^|^20201230^|^1461200001309003249109397810607432^|^RG^|^rg^|^MMC^|^19940401^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189584^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541743^|^13013912^|^9123954^|^20161128^|^T12^|^T1235^|^T1236^|^T1237^|^30541713^|^540^|^1215069^|^540^|^540^|^590^|^20180609^|^20201230^|^1461200001309003249109397810607433^|^RG^|^rg^|^MMC^|^19940901^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189585^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541744^|^13013913^|^9123955^|^20170228^|^T12^|^T1235^|^T1236^|^T1237^|^30541714^|^541^|^1215070^|^541^|^541^|^591^|^20180107^|^20201230^|^1461200001309003249109397810607434^|^B^|^rg^|^MMO^|^20000411^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189586^|^1^|^0^|^0^|^0^|^1^|^IND^|^1130541745^|^13013914^|^9123956^|^20160518^|^T12^|^T1235^|^T1236^|^T1237^|^30541715^|^542^|^1215071^|^542^|^542^|^592^|^20180203^|^20201230^|^1461200001309003249109397810607435^|^B^|^rg^|^MMO^|^20070924^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189587^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541746^|^13013915^|^9123957^|^20160929^|^T12^|^T1235^|^T1236^|^T1237^|^30541716^|^543^|^1215072^|^543^|^543^|^593^|^20180907^|^20201230^|^1461200001309003249109397810607436^|^RG^|^rg^|^MMO^|^19821223^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189588^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541747^|^13013916^|^9123958^|^20161008^|^T12^|^T1235^|^T1236^|^T1237^|^30541717^|^544^|^1215073^|^544^|^544^|^594^|^20180902^|^20201230^|^1461200001309003249109397810607437^|^B^|^rg^|^MMC^|^19990611^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189589^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130541748^|^13013917^|^9123959^|^20170102^|^T12^|^T1235^|^T1236^|^T1237^|^30541718^|^545^|^1215074^|^545^|^545^|^595^|^20180429^|^20201230^|^1461200001309003249109397810607438^|^RG^|^rg^|^MMO^|^20041114^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR
45189590^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541749^|^13013918^|^9123960^|^20160517^|^T12^|^T1235^|^T1236^|^T1237^|^30541719^|^546^|^1215075^|^546^|^546^|^596^|^20181217^|^20201230^|^1461200001309003249109397810607439^|^B^|^rg^|^MMC^|^20000627^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189591^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541750^|^13013919^|^9123961^|^20160411^|^T12^|^T1235^|^T1236^|^T1237^|^30541720^|^547^|^1215076^|^547^|^547^|^597^|^20180924^|^20201230^|^1461200001309003249109397810607440^|^I^|^rg^|^MMO^|^20040329^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189592^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541751^|^13013920^|^9123962^|^20170705^|^T12^|^T1235^|^T1236^|^T1237^|^30541721^|^548^|^1215077^|^548^|^548^|^598^|^20180208^|^20201230^|^1461200001309003249109397810607441^|^B^|^rg^|^MMC^|^19900705^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189593^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130541752^|^13013921^|^9123963^|^20170411^|^T12^|^T1235^|^T1236^|^T1237^|^30541722^|^549^|^1215078^|^549^|^549^|^599^|^20180321^|^20201230^|^1461200001309003249109397810607442^|^B^|^rg^|^MMC^|^20080331^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189594^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541753^|^13013922^|^9123964^|^20170311^|^T12^|^T1235^|^T1236^|^T1237^|^30541723^|^550^|^1215079^|^550^|^550^|^600^|^20180505^|^20201230^|^1461200001309003249109397810607443^|^I^|^rg^|^MMC^|^20061031^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189595^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541754^|^13013923^|^9123965^|^20170516^|^T12^|^T1235^|^T1236^|^T1237^|^30541724^|^551^|^1215080^|^551^|^551^|^601^|^20181001^|^20201230^|^1461200001309003249109397810607444^|^I^|^rg^|^MMC^|^19871126^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189596^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130541755^|^13013924^|^9123966^|^20160421^|^T12^|^T1235^|^T1236^|^T1237^|^30541725^|^552^|^1215081^|^552^|^552^|^602^|^20180625^|^20201230^|^1461200001309003249109397810607445^|^RG^|^rg^|^MMC^|^20050410^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189597^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541756^|^13013925^|^9123967^|^20170611^|^T12^|^T1235^|^T1236^|^T1237^|^30541726^|^553^|^1215082^|^553^|^553^|^603^|^20180728^|^20201230^|^1461200001309003249109397810607446^|^RG^|^rg^|^MMC^|^20110914^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189598^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541757^|^13013926^|^9123968^|^20170117^|^T12^|^T1235^|^T1236^|^T1237^|^30541727^|^554^|^1215083^|^554^|^554^|^604^|^20180605^|^20201230^|^1461200001309003249109397810607447^|^B^|^rg^|^MMO^|^19830905^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189599^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541758^|^13013927^|^9123969^|^20170211^|^T12^|^T1235^|^T1236^|^T1237^|^30541728^|^555^|^1215084^|^555^|^555^|^605^|^20180806^|^20201230^|^1461200001309003249109397810607448^|^RG^|^rg^|^MMO^|^19910725^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189600^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130541759^|^13013928^|^9123970^|^20161102^|^T12^|^T1235^|^T1236^|^T1237^|^30541729^|^556^|^1215085^|^556^|^556^|^606^|^20180901^|^20201230^|^1461200001309003249109397810607449^|^RG^|^rg^|^MMO^|^19910305^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189601^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541760^|^13013929^|^9123971^|^20160419^|^T12^|^T1235^|^T1236^|^T1237^|^30541730^|^557^|^1215086^|^557^|^557^|^607^|^20181228^|^20201230^|^1461200001309003249109397810607450^|^B^|^rg^|^MMO^|^19980630^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189602^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130541761^|^13013930^|^9123972^|^20160726^|^T12^|^T1235^|^T1236^|^T1237^|^30541731^|^558^|^1215087^|^558^|^558^|^608^|^20180216^|^20201230^|^1461200001309003249109397810607451^|^RG^|^rg^|^MMO^|^19950222^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189603^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541762^|^13013931^|^9123973^|^20170505^|^T12^|^T1235^|^T1236^|^T1237^|^30541732^|^559^|^1215088^|^559^|^559^|^609^|^20181223^|^20201230^|^1461200001309003249109397810607452^|^I^|^rg^|^MMO^|^19990303^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189604^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541763^|^13013932^|^9123974^|^20160716^|^T12^|^T1235^|^T1236^|^T1237^|^30541733^|^560^|^1215089^|^560^|^560^|^610^|^20180422^|^20201230^|^1461200001309003249109397810607453^|^RG^|^rg^|^MMO^|^20060723^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189605^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541764^|^13013933^|^9123975^|^20161212^|^T12^|^T1235^|^T1236^|^T1237^|^30541734^|^561^|^1215090^|^561^|^561^|^611^|^20180410^|^20201230^|^1461200001309003249109397810607454^|^I^|^rg^|^MMO^|^19871231^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189606^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541765^|^13013934^|^9123976^|^20170727^|^T12^|^T1235^|^T1236^|^T1237^|^30541735^|^562^|^1215091^|^562^|^562^|^612^|^20180613^|^20201230^|^1461200001309003249109397810607455^|^RG^|^rg^|^MMO^|^19840725^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189607^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130541766^|^13013935^|^9123977^|^20170401^|^T12^|^T1235^|^T1236^|^T1237^|^30541736^|^563^|^1215092^|^563^|^563^|^613^|^20180307^|^20201230^|^1461200001309003249109397810607456^|^I^|^rg^|^MMC^|^19910412^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189608^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130541767^|^13013936^|^9123978^|^20160629^|^T12^|^T1235^|^T1236^|^T1237^|^30541737^|^564^|^1215093^|^564^|^564^|^614^|^20181129^|^20201230^|^1461200001309003249109397810607457^|^RG^|^rg^|^MMC^|^20110330^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189609^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541768^|^13013937^|^9123979^|^20160821^|^T12^|^T1235^|^T1236^|^T1237^|^30541738^|^565^|^1215094^|^565^|^565^|^615^|^20180320^|^20201230^|^1461200001309003249109397810607458^|^B^|^rg^|^MMO^|^20040404^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR
45189610^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541769^|^13013938^|^9123980^|^20170405^|^T12^|^T1235^|^T1236^|^T1237^|^30541739^|^566^|^1215095^|^566^|^566^|^616^|^20180613^|^20201230^|^1461200001309003249109397810607459^|^I^|^rg^|^MMC^|^20090428^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189611^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541770^|^13013939^|^9123981^|^20160902^|^T12^|^T1235^|^T1236^|^T1237^|^30541740^|^567^|^1215096^|^567^|^567^|^617^|^20180827^|^20201230^|^1461200001309003249109397810607460^|^B^|^rg^|^MMC^|^20101217^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189612^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541771^|^13013940^|^9123982^|^20161021^|^T12^|^T1235^|^T1236^|^T1237^|^30541741^|^568^|^1215097^|^568^|^568^|^618^|^20180324^|^20201230^|^1461200001309003249109397810607461^|^B^|^rg^|^MMC^|^19810728^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189613^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130541772^|^13013941^|^9123983^|^20160412^|^T12^|^T1235^|^T1236^|^T1237^|^30541742^|^569^|^1215098^|^569^|^569^|^619^|^20180312^|^20201230^|^1461200001309003249109397810607462^|^B^|^rg^|^MMO^|^19890220^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189614^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541773^|^13013942^|^9123984^|^20170625^|^T12^|^T1235^|^T1236^|^T1237^|^30541743^|^570^|^1215099^|^570^|^570^|^620^|^20180224^|^20201230^|^1461200001309003249109397810607463^|^B^|^rg^|^MMO^|^19830910^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189615^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541774^|^13013943^|^9123985^|^20170701^|^T12^|^T1235^|^T1236^|^T1237^|^30541744^|^571^|^1215100^|^571^|^571^|^621^|^20180224^|^20201230^|^1461200001309003249109397810607464^|^I^|^rg^|^MMC^|^20021016^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189616^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541775^|^13013944^|^9123986^|^20160705^|^T12^|^T1235^|^T1236^|^T1237^|^30541745^|^572^|^1215101^|^572^|^572^|^622^|^20180401^|^20201230^|^1461200001309003249109397810607465^|^B^|^rg^|^MMC^|^20110227^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189617^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130541776^|^13013945^|^9123987^|^20170717^|^T12^|^T1235^|^T1236^|^T1237^|^30541746^|^573^|^1215102^|^573^|^573^|^623^|^20180330^|^20201230^|^1461200001309003249109397810607466^|^B^|^rg^|^MMO^|^19900514^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189618^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541777^|^13013946^|^9123988^|^20160924^|^T12^|^T1235^|^T1236^|^T1237^|^30541747^|^574^|^1215103^|^574^|^574^|^624^|^20180806^|^20201230^|^1461200001309003249109397810607467^|^RG^|^rg^|^MMO^|^20070424^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189619^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541778^|^13013947^|^9123989^|^20170712^|^T12^|^T1235^|^T1236^|^T1237^|^30541748^|^575^|^1215104^|^575^|^575^|^625^|^20180327^|^20201230^|^1461200001309003249109397810607468^|^B^|^rg^|^MMO^|^20071022^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189620^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130541779^|^13013948^|^9123990^|^20160520^|^T12^|^T1235^|^T1236^|^T1237^|^30541749^|^576^|^1215105^|^576^|^576^|^626^|^20180113^|^20201230^|^1461200001309003249109397810607469^|^B^|^rg^|^MMO^|^19950821^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189621^|^1^|^0^|^1^|^0^|^0^|^IND^|^1130541780^|^13013949^|^9123991^|^20170711^|^T12^|^T1235^|^T1236^|^T1237^|^30541750^|^577^|^1215106^|^577^|^577^|^627^|^20180628^|^20201230^|^1461200001309003249109397810607470^|^RG^|^rg^|^MMC^|^19860314^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189622^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541781^|^13013950^|^9123992^|^20170121^|^T12^|^T1235^|^T1236^|^T1237^|^30541751^|^578^|^1215107^|^578^|^578^|^628^|^20180611^|^20201230^|^1461200001309003249109397810607471^|^B^|^rg^|^MMO^|^19930315^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189623^|^0^|^1^|^1^|^1^|^1^|^IND^|^1130541782^|^13013951^|^9123993^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541752^|^579^|^1215108^|^579^|^579^|^629^|^20180526^|^20201230^|^1461200001309003249109397810607472^|^B^|^rg^|^MMC^|^19870128^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189624^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130541783^|^13013952^|^9123994^|^20170311^|^T12^|^T1235^|^T1236^|^T1237^|^30541753^|^580^|^1215109^|^580^|^580^|^630^|^20180608^|^20201230^|^1461200001309003249109397810607473^|^I^|^rg^|^MMC^|^20020324^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189625^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130541784^|^13013953^|^9123995^|^20170116^|^T12^|^T1235^|^T1236^|^T1237^|^30541754^|^581^|^1215110^|^581^|^581^|^631^|^20180306^|^20201230^|^1461200001309003249109397810607474^|^B^|^rg^|^MMO^|^19910409^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189626^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130541785^|^13013954^|^9123996^|^20170531^|^T12^|^T1235^|^T1236^|^T1237^|^30541755^|^582^|^1215111^|^582^|^582^|^632^|^20180328^|^20201230^|^1461200001309003249109397810607475^|^I^|^rg^|^MMC^|^20080919^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189627^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541786^|^13013955^|^9123997^|^20170204^|^T12^|^T1235^|^T1236^|^T1237^|^30541756^|^583^|^1215112^|^583^|^583^|^633^|^20180810^|^20201230^|^1461200001309003249109397810607476^|^B^|^rg^|^MMC^|^19911111^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189628^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541787^|^13013956^|^9123998^|^20170616^|^T12^|^T1235^|^T1236^|^T1237^|^30541757^|^584^|^1215113^|^584^|^584^|^634^|^20181120^|^20201230^|^1461200001309003249109397810607477^|^RG^|^rg^|^MMC^|^20000219^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
45189629^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130541788^|^13013957^|^9123999^|^20170525^|^T12^|^T1235^|^T1236^|^T1237^|^30541758^|^585^|^1215114^|^585^|^585^|^635^|^20180628^|^20201230^|^1461200001309003249109397810607478^|^B^|^rg^|^MMC^|^19910505^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189630^|^0^|^0^|^1^|^1^|^1^|^ORG^|^1130541789^|^13013958^|^9124000^|^20170128^|^T12^|^T1235^|^T1236^|^T1237^|^30541759^|^586^|^1215115^|^586^|^586^|^636^|^20180302^|^20201230^|^1461200001309003249109397810607479^|^B^|^rg^|^MMO^|^19900801^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189631^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541790^|^13013959^|^9124001^|^20170403^|^T12^|^T1235^|^T1236^|^T1237^|^30541760^|^587^|^1215116^|^587^|^587^|^637^|^20180222^|^20201230^|^1461200001309003249109397810607480^|^B^|^rg^|^MMC^|^20010911^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189632^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130541791^|^13013960^|^9124002^|^20160522^|^T12^|^T1235^|^T1236^|^T1237^|^30541761^|^588^|^1215117^|^588^|^588^|^638^|^20180116^|^20201230^|^1461200001309003249109397810607481^|^B^|^rg^|^MMC^|^19960220^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189633^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541792^|^13013961^|^9124003^|^20160707^|^T12^|^T1235^|^T1236^|^T1237^|^30541762^|^589^|^1215118^|^589^|^589^|^639^|^20180305^|^20201230^|^1461200001309003249109397810607482^|^I^|^rg^|^MMO^|^20040618^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189634^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541793^|^13013962^|^9124004^|^20170724^|^T12^|^T1235^|^T1236^|^T1237^|^30541763^|^590^|^1215119^|^590^|^590^|^640^|^20181108^|^20201230^|^1461200001309003249109397810607483^|^B^|^rg^|^MMO^|^19920610^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189635^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541794^|^13013963^|^9124005^|^20170210^|^T12^|^T1235^|^T1236^|^T1237^|^30541764^|^591^|^1215120^|^591^|^591^|^641^|^20180618^|^20201230^|^1461200001309003249109397810607484^|^B^|^rg^|^MMO^|^19980814^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR
45189636^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541795^|^13013964^|^9124006^|^20161015^|^T12^|^T1235^|^T1236^|^T1237^|^30541765^|^592^|^1215121^|^592^|^592^|^642^|^20180912^|^20201230^|^1461200001309003249109397810607485^|^RG^|^rg^|^MMO^|^19860828^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR
45189637^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130541796^|^13013965^|^9124007^|^20170108^|^T12^|^T1235^|^T1236^|^T1237^|^30541766^|^593^|^1215122^|^593^|^593^|^643^|^20181208^|^20201230^|^1461200001309003249109397810607486^|^I^|^rg^|^MMO^|^19910103^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189638^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541797^|^13013966^|^9124008^|^20160717^|^T12^|^T1235^|^T1236^|^T1237^|^30541767^|^594^|^1215123^|^594^|^594^|^644^|^20180102^|^20201230^|^1461200001309003249109397810607487^|^B^|^rg^|^MMO^|^20011007^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR
45189639^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541798^|^13013967^|^9124009^|^20161213^|^T12^|^T1235^|^T1236^|^T1237^|^30541768^|^595^|^1215124^|^595^|^595^|^645^|^20180404^|^20201230^|^1461200001309003249109397810607488^|^B^|^rg^|^MMC^|^19900211^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189640^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541799^|^13013968^|^9124010^|^20160630^|^T12^|^T1235^|^T1236^|^T1237^|^30541769^|^596^|^1215125^|^596^|^596^|^646^|^20180806^|^20201230^|^1461200001309003249109397810607489^|^I^|^rg^|^MMO^|^19830720^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR
45189641^|^1^|^0^|^1^|^0^|^1^|^IND^|^1130541800^|^13013969^|^9124011^|^20160427^|^T12^|^T1235^|^T1236^|^T1237^|^30541770^|^597^|^1215126^|^597^|^597^|^647^|^20181207^|^20201230^|^1461200001309003249109397810607490^|^B^|^rg^|^MMC^|^20010305^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR
45189642^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541801^|^13013970^|^9124012^|^20160530^|^T12^|^T1235^|^T1236^|^T1237^|^30541771^|^598^|^1215127^|^598^|^598^|^648^|^20181228^|^20201230^|^1461200001309003249109397810607491^|^B^|^rg^|^MMC^|^20101102^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR
