name^|^value^|^priority^|^customer_id^|^subscr_id^|^household_id^|^building_id
Muller^|^0^|^900^|^45189990^|^946^|^946^|^946
Muller^|^0^|^901^|^45189991^|^947^|^947^|^947
Muller^|^1^|^902^|^45189992^|^948^|^948^|^948
SAHANA^|^0^|^903^|^45189993^|^949^|^949^|^949
Muller^|^1^|^904^|^45189994^|^950^|^950^|^950
SAHANA^|^1^|^905^|^45189995^|^951^|^951^|^951
Muller^|^1^|^906^|^45189996^|^952^|^952^|^952
SAHANA^|^0^|^907^|^45189997^|^953^|^953^|^953
SAHANA^|^1^|^908^|^45189998^|^954^|^954^|^954
SAHANA^|^0^|^909^|^45189999^|^955^|^955^|^955
SAHANA^|^1^|^910^|^45190000^|^956^|^956^|^956
Muller^|^1^|^911^|^45190001^|^957^|^957^|^957
SAHANA^|^0^|^912^|^45190002^|^958^|^958^|^958
SAHANA^|^1^|^913^|^45190003^|^959^|^959^|^959
Muller^|^1^|^914^|^45190004^|^960^|^960^|^960
SAHANA^|^0^|^915^|^45190005^|^961^|^961^|^961
Muller^|^0^|^916^|^45190006^|^962^|^962^|^962
Muller^|^1^|^917^|^45190007^|^963^|^963^|^963
SAHANA^|^0^|^918^|^45190008^|^964^|^964^|^964
Muller^|^0^|^919^|^45190009^|^965^|^965^|^965
SAHANA^|^0^|^920^|^45190010^|^966^|^966^|^966
Muller^|^1^|^921^|^45190011^|^967^|^967^|^967
SAHANA^|^1^|^922^|^45190012^|^968^|^968^|^968
Muller^|^0^|^923^|^45190013^|^969^|^969^|^969
Muller^|^0^|^924^|^45190014^|^970^|^970^|^970
Muller^|^1^|^925^|^45190015^|^971^|^971^|^971
SAHANA^|^1^|^926^|^45190016^|^972^|^972^|^972
Muller^|^0^|^927^|^45190017^|^973^|^973^|^973
SAHANA^|^1^|^928^|^45190018^|^974^|^974^|^974
SAHANA^|^0^|^929^|^45190019^|^975^|^975^|^975
SAHANA^|^1^|^930^|^45190020^|^976^|^976^|^976
Muller^|^0^|^931^|^45190021^|^977^|^977^|^977
SAHANA^|^1^|^932^|^45190022^|^978^|^978^|^978
SAHANA^|^1^|^933^|^45190023^|^979^|^979^|^979
SAHANA^|^0^|^934^|^45190024^|^980^|^980^|^980
Muller^|^1^|^935^|^45190025^|^981^|^981^|^981
Muller^|^1^|^936^|^45190026^|^982^|^982^|^982
SAHANA^|^1^|^937^|^45190027^|^983^|^983^|^983
Muller^|^0^|^938^|^45190028^|^984^|^984^|^984
Muller^|^1^|^939^|^45190029^|^985^|^985^|^985
SAHANA^|^1^|^940^|^45190030^|^986^|^986^|^986
SAHANA^|^1^|^941^|^45190031^|^987^|^987^|^987
Muller^|^0^|^942^|^45190032^|^988^|^988^|^988
Muller^|^0^|^943^|^45190033^|^989^|^989^|^989
SAHANA^|^1^|^944^|^45190034^|^990^|^990^|^990
SAHANA^|^0^|^945^|^45190035^|^991^|^991^|^991
SAHANA^|^1^|^946^|^45190036^|^992^|^992^|^992
Muller^|^0^|^947^|^45190037^|^993^|^993^|^993
Muller^|^1^|^948^|^45190038^|^994^|^994^|^994
SAHANA^|^0^|^949^|^45190039^|^995^|^995^|^995
Muller^|^1^|^950^|^45190040^|^996^|^996^|^996
Muller^|^1^|^951^|^45190041^|^997^|^997^|^997
Muller^|^1^|^952^|^45190042^|^998^|^998^|^998
Muller^|^0^|^953^|^45190043^|^999^|^999^|^999
Muller^|^1^|^954^|^45190044^|^1000^|^1000^|^1000
SAHANA^|^0^|^955^|^45190045^|^1001^|^1001^|^1001
Muller^|^0^|^956^|^45190046^|^1002^|^1002^|^1002
Muller^|^0^|^957^|^45190047^|^1003^|^1003^|^1003
SAHANA^|^1^|^958^|^45190048^|^1004^|^1004^|^1004
Muller^|^1^|^959^|^45190049^|^1005^|^1005^|^1005
Muller^|^1^|^960^|^45190050^|^1006^|^1006^|^1006
SAHANA^|^0^|^961^|^45190051^|^1007^|^1007^|^1007
Muller^|^0^|^962^|^45190052^|^1008^|^1008^|^1008
Muller^|^1^|^963^|^45190053^|^1009^|^1009^|^1009
Muller^|^0^|^964^|^45190054^|^1010^|^1010^|^1010
SAHANA^|^1^|^965^|^45190055^|^1011^|^1011^|^1011
Muller^|^0^|^966^|^45190056^|^1012^|^1012^|^1012
SAHANA^|^1^|^967^|^45190057^|^1013^|^1013^|^1013
SAHANA^|^1^|^968^|^45190058^|^1014^|^1014^|^1014
SAHANA^|^1^|^969^|^45190059^|^1015^|^1015^|^1015
SAHANA^|^0^|^970^|^45190060^|^1016^|^1016^|^1016
Muller^|^0^|^971^|^45190061^|^1017^|^1017^|^1017
SAHANA^|^0^|^972^|^45190062^|^1018^|^1018^|^1018
Muller^|^1^|^973^|^45190063^|^1019^|^1019^|^1019
SAHANA^|^0^|^974^|^45190064^|^1020^|^1020^|^1020
Muller^|^0^|^975^|^45190065^|^1021^|^1021^|^1021
SAHANA^|^0^|^976^|^45190066^|^1022^|^1022^|^1022
Muller^|^1^|^977^|^45190067^|^1023^|^1023^|^1023
SAHANA^|^0^|^978^|^45190068^|^1024^|^1024^|^1024
Muller^|^0^|^979^|^45190069^|^1025^|^1025^|^1025
SAHANA^|^0^|^980^|^45190070^|^1026^|^1026^|^1026
SAHANA^|^1^|^981^|^45190071^|^1027^|^1027^|^1027
Muller^|^0^|^982^|^45190072^|^1028^|^1028^|^1028
SAHANA^|^1^|^983^|^45190073^|^1029^|^1029^|^1029
SAHANA^|^1^|^984^|^45190074^|^1030^|^1030^|^1030
SAHANA^|^0^|^985^|^45190075^|^1031^|^1031^|^1031
SAHANA^|^1^|^986^|^45190076^|^1032^|^1032^|^1032
Muller^|^1^|^987^|^45190077^|^1033^|^1033^|^1033
SAHANA^|^0^|^988^|^45190078^|^1034^|^1034^|^1034
Muller^|^1^|^989^|^45190079^|^1035^|^1035^|^1035
Muller^|^1^|^990^|^45190080^|^1036^|^1036^|^1036
SAHANA^|^1^|^991^|^45190081^|^1037^|^1037^|^1037
Muller^|^0^|^992^|^45190082^|^1038^|^1038^|^1038
Muller^|^1^|^993^|^45190083^|^1039^|^1039^|^1039
Muller^|^1^|^994^|^45190084^|^1040^|^1040^|^1040
Muller^|^1^|^995^|^45190085^|^1041^|^1041^|^1041
SAHANA^|^1^|^996^|^45190086^|^1042^|^1042^|^1042
Muller^|^1^|^997^|^45190087^|^1043^|^1043^|^1043
Muller^|^0^|^998^|^45190088^|^1044^|^1044^|^1044
Muller^|^0^|^999^|^45190089^|^1045^|^1045^|^1045
SAHANA^|^0^|^1000^|^45190090^|^1046^|^1046^|^1046
