customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt^|^cust_segment_cd^|^is_churned_cust
46189234^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541393^|^13013562^|^9123604^|^20170207^|^T12^|^T1235^|^T1236^|^T1237^|^30541363^|^190^|^1214719^|^190^|^190^|^240^|^20180414^|^20201230^|^1461200001309003249109397810607083^|^B^|^rg^|^MMO^|^20081130^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189235^|^0^|^0^|^1^|^0^|^0^|^ORG^|^1130541394^|^13013563^|^9123605^|^20170617^|^T12^|^T1235^|^T1236^|^T1237^|^30541364^|^191^|^1214720^|^191^|^191^|^241^|^20180523^|^20201230^|^1461200001309003249109397810607084^|^RG^|^rg^|^MMC^|^20060501^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189236^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130541395^|^13013564^|^9123606^|^20160905^|^T12^|^T1235^|^T1236^|^T1237^|^30541365^|^192^|^1214721^|^192^|^192^|^242^|^20180514^|^20201230^|^1461200001309003249109397810607085^|^RG^|^rg^|^MMO^|^19991012^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189237^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541396^|^13013565^|^9123607^|^20170219^|^T12^|^T1235^|^T1236^|^T1237^|^30541366^|^193^|^1214722^|^193^|^193^|^243^|^20181031^|^20201230^|^1461200001309003249109397810607086^|^I^|^rg^|^MMO^|^19940606^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189238^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541397^|^13013566^|^9123608^|^20161210^|^T12^|^T1235^|^T1236^|^T1237^|^30541367^|^194^|^1214723^|^194^|^194^|^244^|^20180207^|^20201230^|^1461200001309003249109397810607087^|^I^|^rg^|^MMC^|^19840612^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189239^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541398^|^13013567^|^9123609^|^20161223^|^T12^|^T1235^|^T1236^|^T1237^|^30541368^|^195^|^1214724^|^195^|^195^|^245^|^20180216^|^20201230^|^1461200001309003249109397810607088^|^I^|^rg^|^MMC^|^19881020^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189240^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130541399^|^13013568^|^9123610^|^20161011^|^T12^|^T1235^|^T1236^|^T1237^|^30541369^|^196^|^1214725^|^196^|^196^|^246^|^20180911^|^20201230^|^1461200001309003249109397810607089^|^I^|^rg^|^MMO^|^19810213^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189241^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130541400^|^13013569^|^9123611^|^20161224^|^T12^|^T1235^|^T1236^|^T1237^|^30541370^|^197^|^1214726^|^197^|^197^|^247^|^20181228^|^20201230^|^1461200001309003249109397810607090^|^RG^|^rg^|^MMC^|^19960128^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189242^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130541401^|^13013570^|^9123612^|^20170111^|^T12^|^T1235^|^T1236^|^T1237^|^30541371^|^198^|^1214727^|^198^|^198^|^248^|^20180220^|^20201230^|^1461200001309003249109397810607091^|^I^|^rg^|^MMO^|^20051115^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189243^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541402^|^13013571^|^9123613^|^20161201^|^T12^|^T1235^|^T1236^|^T1237^|^30541372^|^199^|^1214728^|^199^|^199^|^249^|^20180525^|^20201230^|^1461200001309003249109397810607092^|^RG^|^rg^|^MMO^|^19830811^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189244^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130541403^|^13013572^|^9123614^|^20161219^|^T12^|^T1235^|^T1236^|^T1237^|^30541373^|^200^|^1214729^|^200^|^200^|^250^|^20180521^|^20201230^|^1461200001309003249109397810607093^|^RG^|^rg^|^MMO^|^19910716^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189245^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130541404^|^13013573^|^9123615^|^20160402^|^T12^|^T1235^|^T1236^|^T1237^|^30541374^|^201^|^1214730^|^201^|^201^|^251^|^20180212^|^20201230^|^1461200001309003249109397810607094^|^I^|^rg^|^MMO^|^19860704^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189246^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130541405^|^13013574^|^9123616^|^20160928^|^T12^|^T1235^|^T1236^|^T1237^|^30541375^|^202^|^1214731^|^202^|^202^|^252^|^20180329^|^20201230^|^1461200001309003249109397810607095^|^I^|^rg^|^MMO^|^20021208^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189247^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130541406^|^13013575^|^9123617^|^20170413^|^T12^|^T1235^|^T1236^|^T1237^|^30541376^|^203^|^1214732^|^203^|^203^|^253^|^20180307^|^20201230^|^1461200001309003249109397810607096^|^RG^|^rg^|^MMC^|^19870905^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189248^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541407^|^13013576^|^9123618^|^20160925^|^T12^|^T1235^|^T1236^|^T1237^|^30541377^|^204^|^1214733^|^204^|^204^|^254^|^20181120^|^20201230^|^1461200001309003249109397810607097^|^I^|^rg^|^MMO^|^19980712^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189249^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541408^|^13013577^|^9123619^|^20170325^|^T12^|^T1235^|^T1236^|^T1237^|^30541378^|^205^|^1214734^|^205^|^205^|^255^|^20180711^|^20201230^|^1461200001309003249109397810607098^|^RG^|^rg^|^MMC^|^19900517^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189250^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130541409^|^13013578^|^9123620^|^20170530^|^T12^|^T1235^|^T1236^|^T1237^|^30541379^|^206^|^1214735^|^206^|^206^|^256^|^20180425^|^20201230^|^1461200001309003249109397810607099^|^I^|^rg^|^MMO^|^20090810^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189251^|^0^|^1^|^1^|^1^|^1^|^ORG^|^1130541410^|^13013579^|^9123621^|^20160909^|^T12^|^T1235^|^T1236^|^T1237^|^30541380^|^207^|^1214736^|^207^|^207^|^257^|^20180107^|^20201230^|^1461200001309003249109397810607100^|^RG^|^rg^|^MMO^|^19861217^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189252^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130541411^|^13013580^|^9123622^|^20170109^|^T12^|^T1235^|^T1236^|^T1237^|^30541381^|^208^|^1214737^|^208^|^208^|^258^|^20181102^|^20201230^|^1461200001309003249109397810607101^|^B^|^rg^|^MMC^|^19900718^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189253^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541412^|^13013581^|^9123623^|^20160703^|^T12^|^T1235^|^T1236^|^T1237^|^30541382^|^209^|^1214738^|^209^|^209^|^259^|^20181115^|^20201230^|^1461200001309003249109397810607102^|^RG^|^rg^|^MMC^|^20091013^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189254^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541413^|^13013582^|^9123624^|^20160519^|^T12^|^T1235^|^T1236^|^T1237^|^30541383^|^210^|^1214739^|^210^|^210^|^260^|^20181119^|^20201230^|^1461200001309003249109397810607103^|^RG^|^rg^|^MMC^|^19890319^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189255^|^1^|^1^|^1^|^0^|^0^|^IND^|^1130541414^|^13013583^|^9123625^|^20170716^|^T12^|^T1235^|^T1236^|^T1237^|^30541384^|^211^|^1214740^|^211^|^211^|^261^|^20181106^|^20201230^|^1461200001309003249109397810607104^|^I^|^rg^|^MMO^|^19880313^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189256^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130541415^|^13013584^|^9123626^|^20170519^|^T12^|^T1235^|^T1236^|^T1237^|^30541385^|^212^|^1214741^|^212^|^212^|^262^|^20180214^|^20201230^|^1461200001309003249109397810607105^|^RG^|^rg^|^MMO^|^20000103^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189257^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130541416^|^13013585^|^9123627^|^20161005^|^T12^|^T1235^|^T1236^|^T1237^|^30541386^|^213^|^1214742^|^213^|^213^|^263^|^20180711^|^20201230^|^1461200001309003249109397810607106^|^RG^|^rg^|^MMC^|^20021003^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189258^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541417^|^13013586^|^9123628^|^20160506^|^T12^|^T1235^|^T1236^|^T1237^|^30541387^|^214^|^1214743^|^214^|^214^|^264^|^20181106^|^20201230^|^1461200001309003249109397810607107^|^RG^|^rg^|^MMO^|^19880217^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189259^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541418^|^13013587^|^9123629^|^20170620^|^T12^|^T1235^|^T1236^|^T1237^|^30541388^|^215^|^1214744^|^215^|^215^|^265^|^20180603^|^20201230^|^1461200001309003249109397810607108^|^I^|^rg^|^MMO^|^19880502^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189260^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130541419^|^13013588^|^9123630^|^20160831^|^T12^|^T1235^|^T1236^|^T1237^|^30541389^|^216^|^1214745^|^216^|^216^|^266^|^20180329^|^20201230^|^1461200001309003249109397810607109^|^I^|^rg^|^MMC^|^20090226^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189261^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541420^|^13013589^|^9123631^|^20170628^|^T12^|^T1235^|^T1236^|^T1237^|^30541390^|^217^|^1214746^|^217^|^217^|^267^|^20180218^|^20201230^|^1461200001309003249109397810607110^|^RG^|^rg^|^MMC^|^19820219^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189262^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541421^|^13013590^|^9123632^|^20170301^|^T12^|^T1235^|^T1236^|^T1237^|^30541391^|^218^|^1214747^|^218^|^218^|^268^|^20180903^|^20201230^|^1461200001309003249109397810607111^|^RG^|^rg^|^MMC^|^19930123^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189263^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130541422^|^13013591^|^9123633^|^20160522^|^T12^|^T1235^|^T1236^|^T1237^|^30541392^|^219^|^1214748^|^219^|^219^|^269^|^20181112^|^20201230^|^1461200001309003249109397810607112^|^I^|^rg^|^MMO^|^20030624^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189264^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541423^|^13013592^|^9123634^|^20161227^|^T12^|^T1235^|^T1236^|^T1237^|^30541393^|^220^|^1214749^|^220^|^220^|^270^|^20180119^|^20201230^|^1461200001309003249109397810607113^|^RG^|^rg^|^MMC^|^19960110^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189265^|^1^|^1^|^1^|^0^|^0^|^ORG^|^1130541424^|^13013593^|^9123635^|^20170722^|^T12^|^T1235^|^T1236^|^T1237^|^30541394^|^221^|^1214750^|^221^|^221^|^271^|^20180408^|^20201230^|^1461200001309003249109397810607114^|^RG^|^rg^|^MMO^|^19951115^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189266^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541425^|^13013594^|^9123636^|^20161211^|^T12^|^T1235^|^T1236^|^T1237^|^30541395^|^222^|^1214751^|^222^|^222^|^272^|^20181224^|^20201230^|^1461200001309003249109397810607115^|^RG^|^rg^|^MMO^|^19830904^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189267^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541426^|^13013595^|^9123637^|^20170522^|^T12^|^T1235^|^T1236^|^T1237^|^30541396^|^223^|^1214752^|^223^|^223^|^273^|^20181130^|^20201230^|^1461200001309003249109397810607116^|^I^|^rg^|^MMO^|^20070703^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189268^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541427^|^13013596^|^9123638^|^20160831^|^T12^|^T1235^|^T1236^|^T1237^|^30541397^|^224^|^1214753^|^224^|^224^|^274^|^20180216^|^20201230^|^1461200001309003249109397810607117^|^I^|^rg^|^MMC^|^20061018^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189269^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130541428^|^13013597^|^9123639^|^20170615^|^T12^|^T1235^|^T1236^|^T1237^|^30541398^|^225^|^1214754^|^225^|^225^|^275^|^20180907^|^20201230^|^1461200001309003249109397810607118^|^I^|^rg^|^MMC^|^19840228^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189270^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130541429^|^13013598^|^9123640^|^20161102^|^T12^|^T1235^|^T1236^|^T1237^|^30541399^|^226^|^1214755^|^226^|^226^|^276^|^20180915^|^20201230^|^1461200001309003249109397810607119^|^I^|^rg^|^MMO^|^20091011^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189271^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541430^|^13013599^|^9123641^|^20160619^|^T12^|^T1235^|^T1236^|^T1237^|^30541400^|^227^|^1214756^|^227^|^227^|^277^|^20180626^|^20201230^|^1461200001309003249109397810607120^|^B^|^rg^|^MMO^|^19841115^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189272^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541431^|^13013600^|^9123642^|^20170306^|^T12^|^T1235^|^T1236^|^T1237^|^30541401^|^228^|^1214757^|^228^|^228^|^278^|^20181109^|^20201230^|^1461200001309003249109397810607121^|^RG^|^rg^|^MMO^|^20011214^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189273^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541432^|^13013601^|^9123643^|^20161215^|^T12^|^T1235^|^T1236^|^T1237^|^30541402^|^229^|^1214758^|^229^|^229^|^279^|^20180318^|^20201230^|^1461200001309003249109397810607122^|^B^|^rg^|^MMO^|^19900509^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189274^|^1^|^0^|^1^|^0^|^0^|^IND^|^1130541433^|^13013602^|^9123644^|^20160505^|^T12^|^T1235^|^T1236^|^T1237^|^30541403^|^230^|^1214759^|^230^|^230^|^280^|^20181004^|^20201230^|^1461200001309003249109397810607123^|^B^|^rg^|^MMO^|^20050505^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189275^|^1^|^1^|^1^|^1^|^1^|^IND^|^1130541434^|^13013603^|^9123645^|^20170705^|^T12^|^T1235^|^T1236^|^T1237^|^30541404^|^231^|^1214760^|^231^|^231^|^281^|^20180204^|^20201230^|^1461200001309003249109397810607124^|^B^|^rg^|^MMO^|^19820224^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189276^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541435^|^13013604^|^9123646^|^20161203^|^T12^|^T1235^|^T1236^|^T1237^|^30541405^|^232^|^1214761^|^232^|^232^|^282^|^20180321^|^20201230^|^1461200001309003249109397810607125^|^I^|^rg^|^MMO^|^19890219^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189277^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130541436^|^13013605^|^9123647^|^20170218^|^T12^|^T1235^|^T1236^|^T1237^|^30541406^|^233^|^1214762^|^233^|^233^|^283^|^20180123^|^20201230^|^1461200001309003249109397810607126^|^RG^|^rg^|^MMO^|^19870729^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189278^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130541437^|^13013606^|^9123648^|^20170312^|^T12^|^T1235^|^T1236^|^T1237^|^30541407^|^234^|^1214763^|^234^|^234^|^284^|^20180705^|^20201230^|^1461200001309003249109397810607127^|^B^|^rg^|^MMO^|^20070508^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189279^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541438^|^13013607^|^9123649^|^20170728^|^T12^|^T1235^|^T1236^|^T1237^|^30541408^|^235^|^1214764^|^235^|^235^|^285^|^20180601^|^20201230^|^1461200001309003249109397810607128^|^I^|^rg^|^MMO^|^19850720^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189280^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130541439^|^13013608^|^9123650^|^20161006^|^T12^|^T1235^|^T1236^|^T1237^|^30541409^|^236^|^1214765^|^236^|^236^|^286^|^20180927^|^20201230^|^1461200001309003249109397810607129^|^B^|^rg^|^MMC^|^20050621^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189281^|^0^|^1^|^0^|^1^|^1^|^ORG^|^1130541440^|^13013609^|^9123651^|^20170105^|^T12^|^T1235^|^T1236^|^T1237^|^30541410^|^237^|^1214766^|^237^|^237^|^287^|^20181206^|^20201230^|^1461200001309003249109397810607130^|^I^|^rg^|^MMC^|^19820718^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189282^|^1^|^0^|^1^|^0^|^1^|^ORG^|^1130541441^|^13013610^|^9123652^|^20160719^|^T12^|^T1235^|^T1236^|^T1237^|^30541411^|^238^|^1214767^|^238^|^238^|^288^|^20180704^|^20201230^|^1461200001309003249109397810607131^|^RG^|^rg^|^MMC^|^19930816^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189283^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130541442^|^13013611^|^9123653^|^20170624^|^T12^|^T1235^|^T1236^|^T1237^|^30541412^|^239^|^1214768^|^239^|^239^|^289^|^20180729^|^20201230^|^1461200001309003249109397810607132^|^RG^|^rg^|^MMC^|^19810228^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189284^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541443^|^13013612^|^9123654^|^20161201^|^T12^|^T1235^|^T1236^|^T1237^|^30541413^|^240^|^1214769^|^240^|^240^|^290^|^20180330^|^20201230^|^1461200001309003249109397810607133^|^I^|^rg^|^MMO^|^20040210^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189285^|^0^|^0^|^1^|^1^|^0^|^ORG^|^1130541444^|^13013613^|^9123655^|^20170428^|^T12^|^T1235^|^T1236^|^T1237^|^30541414^|^241^|^1214770^|^241^|^241^|^291^|^20180521^|^20201230^|^1461200001309003249109397810607134^|^I^|^rg^|^MMO^|^19871119^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189286^|^1^|^1^|^0^|^0^|^1^|^IND^|^1130541445^|^13013614^|^9123656^|^20160915^|^T12^|^T1235^|^T1236^|^T1237^|^30541415^|^242^|^1214771^|^242^|^242^|^292^|^20180706^|^20201230^|^1461200001309003249109397810607135^|^RG^|^rg^|^MMO^|^20010322^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189287^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541446^|^13013615^|^9123657^|^20160407^|^T12^|^T1235^|^T1236^|^T1237^|^30541416^|^243^|^1214772^|^243^|^243^|^293^|^20180828^|^20201230^|^1461200001309003249109397810607136^|^RG^|^rg^|^MMC^|^19820709^|^fo^|^adc^|^98^|^fn^|^MMO^|^PR^|^1
46189288^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130541447^|^13013616^|^9123658^|^20170107^|^T12^|^T1235^|^T1236^|^T1237^|^30541417^|^244^|^1214773^|^244^|^244^|^294^|^20180321^|^20201230^|^1461200001309003249109397810607137^|^B^|^rg^|^MMO^|^20010709^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189289^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130541448^|^13013617^|^9123659^|^20170416^|^T12^|^T1235^|^T1236^|^T1237^|^30541418^|^245^|^1214774^|^245^|^245^|^295^|^20181229^|^20201230^|^1461200001309003249109397810607138^|^B^|^rg^|^MMO^|^20070929^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189290^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130541449^|^13013618^|^9123660^|^20160525^|^T12^|^T1235^|^T1236^|^T1237^|^30541419^|^246^|^1214775^|^246^|^246^|^296^|^20180215^|^20201230^|^1461200001309003249109397810607139^|^RG^|^rg^|^MMO^|^20050430^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189291^|^1^|^0^|^1^|^1^|^0^|^IND^|^1130541450^|^13013619^|^9123661^|^20170302^|^T12^|^T1235^|^T1236^|^T1237^|^30541420^|^247^|^1214776^|^247^|^247^|^297^|^20181028^|^20201230^|^1461200001309003249109397810607140^|^B^|^rg^|^MMO^|^19810623^|^fo^|^adc^|^96^|^fn^|^MMO^|^PR^|^1
46189292^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130541451^|^13013620^|^9123662^|^20170417^|^T12^|^T1235^|^T1236^|^T1237^|^30541421^|^248^|^1214777^|^248^|^248^|^298^|^20181010^|^20201230^|^1461200001309003249109397810607141^|^B^|^rg^|^MMO^|^20091102^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189293^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130541452^|^13013621^|^9123663^|^20170420^|^T12^|^T1235^|^T1236^|^T1237^|^30541422^|^249^|^1214778^|^249^|^249^|^299^|^20180112^|^20201230^|^1461200001309003249109397810607142^|^I^|^rg^|^MMC^|^20070901^|^fo^|^abc^|^96^|^fn^|^MMO^|^PR^|^1
46189294^|^1^|^1^|^1^|^1^|^1^|^ORG^|^1130541453^|^13013622^|^9123664^|^20170416^|^T12^|^T1235^|^T1236^|^T1237^|^30541423^|^250^|^1214779^|^250^|^250^|^300^|^20180402^|^20201230^|^1461200001309003249109397810607143^|^I^|^rg^|^MMC^|^19830730^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189295^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130541454^|^13013623^|^9123665^|^20160405^|^T12^|^T1235^|^T1236^|^T1237^|^30541424^|^251^|^1214780^|^251^|^251^|^301^|^20180321^|^20201230^|^1461200001309003249109397810607144^|^I^|^rg^|^MMC^|^20040208^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189296^|^0^|^1^|^0^|^0^|^1^|^IND^|^1130541455^|^13013624^|^9123666^|^20170215^|^T12^|^T1235^|^T1236^|^T1237^|^30541425^|^252^|^1214781^|^252^|^252^|^302^|^20180309^|^20201230^|^1461200001309003249109397810607145^|^RG^|^rg^|^MMC^|^20030123^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189297^|^1^|^0^|^1^|^0^|^0^|^ORG^|^1130541456^|^13013625^|^9123667^|^20161126^|^T12^|^T1235^|^T1236^|^T1237^|^30541426^|^253^|^1214782^|^253^|^253^|^303^|^20180922^|^20201230^|^1461200001309003249109397810607146^|^I^|^rg^|^MMO^|^20060121^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189298^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541457^|^13013626^|^9123668^|^20161214^|^T12^|^T1235^|^T1236^|^T1237^|^30541427^|^254^|^1214783^|^254^|^254^|^304^|^20180616^|^20201230^|^1461200001309003249109397810607147^|^I^|^rg^|^MMC^|^19830717^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
46189299^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541458^|^13013627^|^9123669^|^20170108^|^T12^|^T1235^|^T1236^|^T1237^|^30541428^|^255^|^1214784^|^255^|^255^|^305^|^20180723^|^20201230^|^1461200001309003249109397810607148^|^I^|^rg^|^MMC^|^20010529^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189300^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130541459^|^13013628^|^9123670^|^20161204^|^T12^|^T1235^|^T1236^|^T1237^|^30541429^|^256^|^1214785^|^256^|^256^|^306^|^20181209^|^20201230^|^1461200001309003249109397810607149^|^B^|^rg^|^MMC^|^19900429^|^fo^|^abc^|^98^|^fn^|^MMC^|^PR^|^1
46189301^|^0^|^1^|^1^|^0^|^0^|^ORG^|^1130541460^|^13013629^|^9123671^|^20170111^|^T12^|^T1235^|^T1236^|^T1237^|^30541430^|^257^|^1214786^|^257^|^257^|^307^|^20180622^|^20201230^|^1461200001309003249109397810607150^|^B^|^rg^|^MMO^|^20070810^|^fo^|^abc^|^96^|^fn^|^MMC^|^PR^|^1
46189302^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541461^|^13013630^|^9123672^|^20170130^|^T12^|^T1235^|^T1236^|^T1237^|^30541431^|^258^|^1214787^|^258^|^258^|^308^|^20180422^|^20201230^|^1461200001309003249109397810607151^|^B^|^rg^|^MMO^|^19820516^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189303^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130541462^|^13013631^|^9123673^|^20160808^|^T12^|^T1235^|^T1236^|^T1237^|^30541432^|^259^|^1214788^|^259^|^259^|^309^|^20180519^|^20201230^|^1461200001309003249109397810607152^|^I^|^rg^|^MMO^|^20030306^|^fo^|^abc^|^98^|^fn^|^MMO^|^PR^|^1
46189304^|^1^|^1^|^0^|^1^|^1^|^ORG^|^1130541463^|^13013632^|^9123674^|^20160703^|^T12^|^T1235^|^T1236^|^T1237^|^30541433^|^260^|^1214789^|^260^|^260^|^310^|^20180923^|^20201230^|^1461200001309003249109397810607153^|^B^|^rg^|^MMC^|^19821231^|^fo^|^adc^|^98^|^fn^|^MMC^|^PR^|^1
46189305^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130541464^|^13013633^|^9123675^|^20170102^|^T12^|^T1235^|^T1236^|^T1237^|^30541434^|^261^|^1214790^|^261^|^261^|^311^|^20181006^|^20201230^|^1461200001309003249109397810607154^|^I^|^rg^|^MMC^|^19830907^|^fo^|^adc^|^96^|^fn^|^MMC^|^PR^|^1
