customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^PARTITIONKEY^|^first_offer
82124085^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541735^|^13013735^|^9123946^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541735^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124086^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541736^|^13013736^|^9123947^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541736^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124087^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541737^|^13013737^|^9123948^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541737^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124088^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541738^|^13013738^|^9123949^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541738^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124089^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541739^|^13013739^|^9123950^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541739^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124090^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541740^|^13013740^|^9123951^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541740^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124091^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541741^|^13013741^|^9123952^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541741^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124092^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541742^|^13013742^|^9123953^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541742^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124093^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541743^|^13013743^|^9123954^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541743^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124094^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541744^|^13013744^|^9123955^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541744^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124095^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541745^|^13013745^|^9123956^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541745^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124096^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541746^|^13013746^|^9123957^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541746^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124097^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541747^|^13013747^|^9123958^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541747^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124098^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541748^|^13013748^|^9123959^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541748^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124099^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541749^|^13013749^|^9123960^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541749^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124100^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541750^|^13013750^|^9123961^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541750^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124101^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541751^|^13013751^|^9123962^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541751^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124102^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541752^|^13013752^|^9123963^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541752^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124103^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541753^|^13013753^|^9123964^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541753^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124104^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541754^|^13013754^|^9123965^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541754^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124105^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541755^|^13013755^|^9123966^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541755^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124106^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541756^|^13013756^|^9123967^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541756^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124107^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541757^|^13013757^|^9123968^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541757^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124108^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541758^|^13013758^|^9123969^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541758^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124109^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541759^|^13013759^|^9123970^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541759^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124110^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541760^|^13013760^|^9123971^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541760^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124111^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541761^|^13013761^|^9123972^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541761^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124112^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541762^|^13013762^|^9123973^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541762^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124113^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541763^|^13013763^|^9123974^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541763^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124114^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541764^|^13013764^|^9123975^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541764^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124115^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541765^|^13013765^|^9123976^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541765^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124116^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541766^|^13013766^|^9123977^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541766^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124117^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541767^|^13013767^|^9123978^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541767^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124118^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541768^|^13013768^|^9123979^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541768^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124119^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541769^|^13013769^|^9123980^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541769^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124120^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541770^|^13013770^|^9123981^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541770^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124121^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541771^|^13013771^|^9123982^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541771^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124122^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541772^|^13013772^|^9123983^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541772^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124123^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541773^|^13013773^|^9123984^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541773^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124124^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541774^|^13013774^|^9123985^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541774^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124125^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541775^|^13013775^|^9123986^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541775^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124126^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541776^|^13013776^|^9123987^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541776^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124127^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541777^|^13013777^|^9123988^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541777^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124128^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541778^|^13013778^|^9123989^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541778^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124129^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541779^|^13013779^|^9123990^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541779^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124130^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541780^|^13013780^|^9123991^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541780^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124131^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541781^|^13013781^|^9123992^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541781^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124132^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541782^|^13013782^|^9123993^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541782^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124133^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541783^|^13013783^|^9123994^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541783^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124134^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541784^|^13013784^|^9123995^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541784^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124135^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541785^|^13013785^|^9123996^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541785^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124136^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541786^|^13013786^|^9123997^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541786^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124137^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541787^|^13013787^|^9123998^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541787^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124138^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541788^|^13013788^|^9123999^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541788^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124139^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541789^|^13013789^|^9124000^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541789^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124140^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541790^|^13013790^|^9124001^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541790^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124141^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541791^|^13013791^|^9124002^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541791^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124142^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541792^|^13013792^|^9124003^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541792^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124143^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541793^|^13013793^|^9124004^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541793^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124144^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541794^|^13013794^|^9124005^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541794^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124145^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541795^|^13013795^|^9124006^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541795^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124146^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541796^|^13013796^|^9124007^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541796^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124147^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541797^|^13013797^|^9124008^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541797^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124148^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541798^|^13013798^|^9124009^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541798^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124149^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541799^|^13013799^|^9124010^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541799^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124150^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541800^|^13013800^|^9124011^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541800^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124151^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541801^|^13013801^|^9124012^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541801^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124152^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541802^|^13013802^|^9124013^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541802^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124153^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541803^|^13013803^|^9124014^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541803^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124154^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541804^|^13013804^|^9124015^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541804^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124155^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541805^|^13013805^|^9124016^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541805^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124156^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541806^|^13013806^|^9124017^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541806^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124157^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541807^|^13013807^|^9124018^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541807^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124158^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541808^|^13013808^|^9124019^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541808^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124159^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541809^|^13013809^|^9124020^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541809^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124160^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541810^|^13013810^|^9124021^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541810^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124161^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541811^|^13013811^|^9124022^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541811^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124162^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541812^|^13013812^|^9124023^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541812^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124163^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541813^|^13013813^|^9124024^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541813^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124164^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541814^|^13013814^|^9124025^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541814^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124165^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541815^|^13013815^|^9124026^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541815^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124166^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541816^|^13013816^|^9124027^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541816^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124167^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541817^|^13013817^|^9124028^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541817^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124168^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541818^|^13013818^|^9124029^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541818^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124169^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541819^|^13013819^|^9124030^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541819^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
82124170^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130541820^|^13013820^|^9124031^|^20170421^|^T12^|^T1235^|^T1236^|^T1237^|^30541820^|^902845^|^1214576^|^27^|^41^|^97^|^20180904^|^20201230^|^1234567^|^RG^|^rg^|^MMC^|^19880615^|^5678^|^Red Internet
