customer_id^|^is_mobile_customer^|^is_cable_customer^|^is_dsl_customer^|^is_prospect^|^is_building^|^cust_sub_type_cd^|^mobile_ban^|^dsl_customer_number^|^cab_accnt_nr^|^cust_status_dt^|^cust_status_cd^|^cust_stat_rsn_cd^|^cust_lob^|^cab_pers_id_cab_me^|^cable_customer_number^|^cab_building_id^|^convergent_person_id^|^household_id^|^building_id^|^legacy_customer_id^|^cust_valid_from_dt^|^cust_valid_until_dt^|^legacy_kgs44_id^|^account_type^|^account_sub_type^|^market_code^|^birthday^|^partitionkey^|^first_offer^|^email_address^|^mobile_number^|^fullname^|^prefix_txt
45194577^|^0^|^0^|^0^|^0^|^1^|^IND^|^1130546736^|^13018905^|^9128947^|^20170627^|^T12^|^T1235^|^T1236^|^T1237^|^30546706^|^908331^|^1220062^|^5513^|^5527^|^5583^|^20180529^|^20201230^|^1461200001309003249109397810612426^|^RG^|^rg^|^MMC^|^20070521^|^5528^|^fo^|^adc^|^96^|^fn^|^MMC
45194578^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130546737^|^13018906^|^9128948^|^20170309^|^T12^|^T1235^|^T1236^|^T1237^|^30546707^|^908332^|^1220063^|^5514^|^5528^|^5584^|^20180418^|^20201230^|^1461200001309003249109397810612427^|^I^|^rg^|^MMO^|^20030623^|^5529^|^fo^|^abc^|^98^|^fn^|^MMO
45194579^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130546738^|^13018907^|^9128949^|^20160907^|^T12^|^T1235^|^T1236^|^T1237^|^30546708^|^908333^|^1220064^|^5515^|^5529^|^5585^|^20180322^|^20201230^|^1461200001309003249109397810612428^|^RG^|^rg^|^MMO^|^20110517^|^5530^|^fo^|^adc^|^98^|^fn^|^MMO
45194580^|^1^|^0^|^0^|^1^|^1^|^ORG^|^1130546739^|^13018908^|^9128950^|^20161005^|^T12^|^T1235^|^T1236^|^T1237^|^30546709^|^908334^|^1220065^|^5516^|^5530^|^5586^|^20181003^|^20201230^|^1461200001309003249109397810612429^|^B^|^rg^|^MMC^|^19981222^|^5531^|^fo^|^abc^|^96^|^fn^|^MMO
45194581^|^0^|^0^|^0^|^1^|^0^|^ORG^|^1130546740^|^13018909^|^9128951^|^20170102^|^T12^|^T1235^|^T1236^|^T1237^|^30546710^|^908335^|^1220066^|^5517^|^5531^|^5587^|^20180220^|^20201230^|^1461200001309003249109397810612430^|^B^|^rg^|^MMO^|^19920102^|^5532^|^fo^|^adc^|^96^|^fn^|^MMO
45194582^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130546741^|^13018910^|^9128952^|^20160524^|^T12^|^T1235^|^T1236^|^T1237^|^30546711^|^908336^|^1220067^|^5518^|^5532^|^5588^|^20181209^|^20201230^|^1461200001309003249109397810612431^|^I^|^rg^|^MMO^|^19970805^|^5533^|^fo^|^abc^|^98^|^fn^|^MMO
45194583^|^0^|^1^|^1^|^1^|^0^|^IND^|^1130546742^|^13018911^|^9128953^|^20170118^|^T12^|^T1235^|^T1236^|^T1237^|^30546712^|^908337^|^1220068^|^5519^|^5533^|^5589^|^20180502^|^20201230^|^1461200001309003249109397810612432^|^B^|^rg^|^MMO^|^20091228^|^5534^|^fo^|^adc^|^98^|^fn^|^MMC
45194584^|^0^|^0^|^1^|^0^|^0^|^IND^|^1130546743^|^13018912^|^9128954^|^20160403^|^T12^|^T1235^|^T1236^|^T1237^|^30546713^|^908338^|^1220069^|^5520^|^5534^|^5590^|^20180603^|^20201230^|^1461200001309003249109397810612433^|^I^|^rg^|^MMO^|^20051025^|^5535^|^fo^|^abc^|^96^|^fn^|^MMC
45194585^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130546744^|^13018913^|^9128955^|^20160714^|^T12^|^T1235^|^T1236^|^T1237^|^30546714^|^908339^|^1220070^|^5521^|^5535^|^5591^|^20181109^|^20201230^|^1461200001309003249109397810612434^|^B^|^rg^|^MMC^|^20011216^|^5536^|^fo^|^adc^|^98^|^fn^|^MMC
45194586^|^1^|^0^|^1^|^1^|^1^|^ORG^|^1130546745^|^13018914^|^9128956^|^20160422^|^T12^|^T1235^|^T1236^|^T1237^|^30546715^|^908340^|^1220071^|^5522^|^5536^|^5592^|^20181022^|^20201230^|^1461200001309003249109397810612435^|^I^|^rg^|^MMC^|^19860304^|^5537^|^fo^|^adc^|^96^|^fn^|^MMO
45194587^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130546746^|^13018915^|^9128957^|^20161005^|^T12^|^T1235^|^T1236^|^T1237^|^30546716^|^908341^|^1220072^|^5523^|^5537^|^5593^|^20180611^|^20201230^|^1461200001309003249109397810612436^|^I^|^rg^|^MMO^|^19940530^|^5538^|^fo^|^abc^|^98^|^fn^|^MMC
45194588^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130546747^|^13018916^|^9128958^|^20170128^|^T12^|^T1235^|^T1236^|^T1237^|^30546717^|^908342^|^1220073^|^5524^|^5538^|^5594^|^20181212^|^20201230^|^1461200001309003249109397810612437^|^B^|^rg^|^MMO^|^19880619^|^5539^|^fo^|^adc^|^98^|^fn^|^MMO
45194589^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130546748^|^13018917^|^9128959^|^20170301^|^T12^|^T1235^|^T1236^|^T1237^|^30546718^|^908343^|^1220074^|^5525^|^5539^|^5595^|^20180730^|^20201230^|^1461200001309003249109397810612438^|^I^|^rg^|^MMO^|^19950410^|^5540^|^fo^|^abc^|^98^|^fn^|^MMC
45194590^|^1^|^0^|^0^|^0^|^0^|^IND^|^1130546749^|^13018918^|^9128960^|^20160911^|^T12^|^T1235^|^T1236^|^T1237^|^30546719^|^908344^|^1220075^|^5526^|^5540^|^5596^|^20180726^|^20201230^|^1461200001309003249109397810612439^|^RG^|^rg^|^MMC^|^19840202^|^5541^|^fo^|^abc^|^96^|^fn^|^MMO
45194591^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130546750^|^13018919^|^9128961^|^20160914^|^T12^|^T1235^|^T1236^|^T1237^|^30546720^|^908345^|^1220076^|^5527^|^5541^|^5597^|^20180215^|^20201230^|^1461200001309003249109397810612440^|^I^|^rg^|^MMC^|^19961217^|^5542^|^fo^|^abc^|^98^|^fn^|^MMO
45194592^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130546751^|^13018920^|^9128962^|^20170522^|^T12^|^T1235^|^T1236^|^T1237^|^30546721^|^908346^|^1220077^|^5528^|^5542^|^5598^|^20180124^|^20201230^|^1461200001309003249109397810612441^|^RG^|^rg^|^MMO^|^19860921^|^5543^|^fo^|^adc^|^98^|^fn^|^MMC
45194593^|^0^|^0^|^0^|^1^|^0^|^IND^|^1130546752^|^13018921^|^9128963^|^20161101^|^T12^|^T1235^|^T1236^|^T1237^|^30546722^|^908347^|^1220078^|^5529^|^5543^|^5599^|^20180426^|^20201230^|^1461200001309003249109397810612442^|^B^|^rg^|^MMO^|^19871202^|^5544^|^fo^|^abc^|^96^|^fn^|^MMC
45194594^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130546753^|^13018922^|^9128964^|^20160818^|^T12^|^T1235^|^T1236^|^T1237^|^30546723^|^908348^|^1220079^|^5530^|^5544^|^5600^|^20180625^|^20201230^|^1461200001309003249109397810612443^|^RG^|^rg^|^MMC^|^19871121^|^5545^|^fo^|^adc^|^96^|^fn^|^MMO
45194595^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130546754^|^13018923^|^9128965^|^20160627^|^T12^|^T1235^|^T1236^|^T1237^|^30546724^|^908349^|^1220080^|^5531^|^5545^|^5601^|^20180131^|^20201230^|^1461200001309003249109397810612444^|^B^|^rg^|^MMC^|^19950425^|^5546^|^fo^|^adc^|^98^|^fn^|^MMC
45194596^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130546755^|^13018924^|^9128966^|^20170329^|^T12^|^T1235^|^T1236^|^T1237^|^30546725^|^908350^|^1220081^|^5532^|^5546^|^5602^|^20180814^|^20201230^|^1461200001309003249109397810612445^|^B^|^rg^|^MMC^|^19920817^|^5547^|^fo^|^adc^|^96^|^fn^|^MMC
45194597^|^0^|^1^|^1^|^0^|^1^|^ORG^|^1130546756^|^13018925^|^9128967^|^20170718^|^T12^|^T1235^|^T1236^|^T1237^|^30546726^|^908351^|^1220082^|^5533^|^5547^|^5603^|^20180503^|^20201230^|^1461200001309003249109397810612446^|^B^|^rg^|^MMC^|^20100611^|^5548^|^fo^|^adc^|^98^|^fn^|^MMC
45194598^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130546757^|^13018926^|^9128968^|^20160913^|^T12^|^T1235^|^T1236^|^T1237^|^30546727^|^908352^|^1220083^|^5534^|^5548^|^5604^|^20180815^|^20201230^|^1461200001309003249109397810612447^|^RG^|^rg^|^MMO^|^19950912^|^5549^|^fo^|^adc^|^98^|^fn^|^MMC
45194599^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130546758^|^13018927^|^9128969^|^20160930^|^T12^|^T1235^|^T1236^|^T1237^|^30546728^|^908353^|^1220084^|^5535^|^5549^|^5605^|^20181128^|^20201230^|^1461200001309003249109397810612448^|^I^|^rg^|^MMC^|^20010112^|^5550^|^fo^|^abc^|^96^|^fn^|^MMO
45194600^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130546759^|^13018928^|^9128970^|^20170723^|^T12^|^T1235^|^T1236^|^T1237^|^30546729^|^908354^|^1220085^|^5536^|^5550^|^5606^|^20181025^|^20201230^|^1461200001309003249109397810612449^|^RG^|^rg^|^MMC^|^20010801^|^5551^|^fo^|^adc^|^96^|^fn^|^MMC
45194601^|^1^|^1^|^1^|^1^|^1^|^IND^|^1130546760^|^13018929^|^9128971^|^20170206^|^T12^|^T1235^|^T1236^|^T1237^|^30546730^|^908355^|^1220086^|^5537^|^5551^|^5607^|^20181202^|^20201230^|^1461200001309003249109397810612450^|^RG^|^rg^|^MMC^|^20090531^|^5552^|^fo^|^abc^|^98^|^fn^|^MMO
45194602^|^0^|^0^|^1^|^0^|^1^|^ORG^|^1130546761^|^13018930^|^9128972^|^20160906^|^T12^|^T1235^|^T1236^|^T1237^|^30546731^|^908356^|^1220087^|^5538^|^5552^|^5608^|^20180510^|^20201230^|^1461200001309003249109397810612451^|^I^|^rg^|^MMO^|^20091213^|^5553^|^fo^|^abc^|^98^|^fn^|^MMC
45194603^|^1^|^1^|^1^|^0^|^1^|^ORG^|^1130546762^|^13018931^|^9128973^|^20160604^|^T12^|^T1235^|^T1236^|^T1237^|^30546732^|^908357^|^1220088^|^5539^|^5553^|^5609^|^20180110^|^20201230^|^1461200001309003249109397810612452^|^B^|^rg^|^MMO^|^19911109^|^5554^|^fo^|^adc^|^98^|^fn^|^MMO
45194604^|^0^|^1^|^0^|^0^|^0^|^IND^|^1130546763^|^13018932^|^9128974^|^20160614^|^T12^|^T1235^|^T1236^|^T1237^|^30546733^|^908358^|^1220089^|^5540^|^5554^|^5610^|^20180217^|^20201230^|^1461200001309003249109397810612453^|^I^|^rg^|^MMO^|^20060719^|^5555^|^fo^|^abc^|^96^|^fn^|^MMC
45194605^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130546764^|^13018933^|^9128975^|^20160628^|^T12^|^T1235^|^T1236^|^T1237^|^30546734^|^908359^|^1220090^|^5541^|^5555^|^5611^|^20180110^|^20201230^|^1461200001309003249109397810612454^|^I^|^rg^|^MMC^|^19960406^|^5556^|^fo^|^abc^|^98^|^fn^|^MMC
45194606^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130546765^|^13018934^|^9128976^|^20170215^|^T12^|^T1235^|^T1236^|^T1237^|^30546735^|^908360^|^1220091^|^5542^|^5556^|^5612^|^20180211^|^20201230^|^1461200001309003249109397810612455^|^I^|^rg^|^MMO^|^20041229^|^5557^|^fo^|^adc^|^96^|^fn^|^MMO
45194607^|^0^|^1^|^0^|^1^|^0^|^ORG^|^1130546766^|^13018935^|^9128977^|^20160418^|^T12^|^T1235^|^T1236^|^T1237^|^30546736^|^908361^|^1220092^|^5543^|^5557^|^5613^|^20180206^|^20201230^|^1461200001309003249109397810612456^|^RG^|^rg^|^MMO^|^19830327^|^5558^|^fo^|^adc^|^98^|^fn^|^MMC
45194608^|^0^|^0^|^0^|^0^|^0^|^IND^|^1130546767^|^13018936^|^9128978^|^20170430^|^T12^|^T1235^|^T1236^|^T1237^|^30546737^|^908362^|^1220093^|^5544^|^5558^|^5614^|^20180122^|^20201230^|^1461200001309003249109397810612457^|^RG^|^rg^|^MMC^|^20050918^|^5559^|^fo^|^adc^|^96^|^fn^|^MMC
45194609^|^0^|^0^|^1^|^1^|^0^|^IND^|^1130546768^|^13018937^|^9128979^|^20170414^|^T12^|^T1235^|^T1236^|^T1237^|^30546738^|^908363^|^1220094^|^5545^|^5559^|^5615^|^20181002^|^20201230^|^1461200001309003249109397810612458^|^B^|^rg^|^MMC^|^20010604^|^5560^|^fo^|^abc^|^98^|^fn^|^MMO
45194610^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130546769^|^13018938^|^9128980^|^20160811^|^T12^|^T1235^|^T1236^|^T1237^|^30546739^|^908364^|^1220095^|^5546^|^5560^|^5616^|^20180922^|^20201230^|^1461200001309003249109397810612459^|^I^|^rg^|^MMC^|^20030303^|^5561^|^fo^|^adc^|^96^|^fn^|^MMO
45194611^|^1^|^0^|^1^|^1^|^0^|^ORG^|^1130546770^|^13018939^|^9128981^|^20170123^|^T12^|^T1235^|^T1236^|^T1237^|^30546740^|^908365^|^1220096^|^5547^|^5561^|^5617^|^20181113^|^20201230^|^1461200001309003249109397810612460^|^I^|^rg^|^MMO^|^20071014^|^5562^|^fo^|^adc^|^96^|^fn^|^MMO
45194612^|^0^|^0^|^0^|^0^|^1^|^ORG^|^1130546771^|^13018940^|^9128982^|^20170112^|^T12^|^T1235^|^T1236^|^T1237^|^30546741^|^908366^|^1220097^|^5548^|^5562^|^5618^|^20180222^|^20201230^|^1461200001309003249109397810612461^|^I^|^rg^|^MMO^|^19850105^|^5563^|^fo^|^adc^|^96^|^fn^|^MMC
45194613^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130546772^|^13018941^|^9128983^|^20161204^|^T12^|^T1235^|^T1236^|^T1237^|^30546742^|^908367^|^1220098^|^5549^|^5563^|^5619^|^20181022^|^20201230^|^1461200001309003249109397810612462^|^RG^|^rg^|^MMC^|^19910412^|^5564^|^fo^|^abc^|^98^|^fn^|^MMC
45194614^|^1^|^1^|^0^|^1^|^0^|^IND^|^1130546773^|^13018942^|^9128984^|^20160408^|^T12^|^T1235^|^T1236^|^T1237^|^30546743^|^908368^|^1220099^|^5550^|^5564^|^5620^|^20180215^|^20201230^|^1461200001309003249109397810612463^|^RG^|^rg^|^MMO^|^19931009^|^5565^|^fo^|^abc^|^96^|^fn^|^MMC
45194615^|^1^|^1^|^0^|^1^|^1^|^IND^|^1130546774^|^13018943^|^9128985^|^20160610^|^T12^|^T1235^|^T1236^|^T1237^|^30546744^|^908369^|^1220100^|^5551^|^5565^|^5621^|^20180415^|^20201230^|^1461200001309003249109397810612464^|^I^|^rg^|^MMC^|^19940411^|^5566^|^fo^|^adc^|^98^|^fn^|^MMC
45194616^|^0^|^0^|^0^|^1^|^1^|^ORG^|^1130546775^|^13018944^|^9128986^|^20160702^|^T12^|^T1235^|^T1236^|^T1237^|^30546745^|^908370^|^1220101^|^5552^|^5566^|^5622^|^20180902^|^20201230^|^1461200001309003249109397810612465^|^I^|^rg^|^MMO^|^19881223^|^5567^|^fo^|^abc^|^96^|^fn^|^MMC
45194617^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130546776^|^13018945^|^9128987^|^20170411^|^T12^|^T1235^|^T1236^|^T1237^|^30546746^|^908371^|^1220102^|^5553^|^5567^|^5623^|^20181020^|^20201230^|^1461200001309003249109397810612466^|^I^|^rg^|^MMC^|^20011002^|^5568^|^fo^|^adc^|^96^|^fn^|^MMO
45194618^|^1^|^0^|^0^|^0^|^1^|^ORG^|^1130546777^|^13018946^|^9128988^|^20160530^|^T12^|^T1235^|^T1236^|^T1237^|^30546747^|^908372^|^1220103^|^5554^|^5568^|^5624^|^20180807^|^20201230^|^1461200001309003249109397810612467^|^RG^|^rg^|^MMC^|^20040515^|^5569^|^fo^|^abc^|^98^|^fn^|^MMO
45194619^|^0^|^1^|^1^|^0^|^1^|^IND^|^1130546778^|^13018947^|^9128989^|^20170602^|^T12^|^T1235^|^T1236^|^T1237^|^30546748^|^908373^|^1220104^|^5555^|^5569^|^5625^|^20180916^|^20201230^|^1461200001309003249109397810612468^|^RG^|^rg^|^MMC^|^19890802^|^5570^|^fo^|^adc^|^98^|^fn^|^MMC
45194620^|^1^|^0^|^0^|^0^|^0^|^ORG^|^1130546779^|^13018948^|^9128990^|^20161029^|^T12^|^T1235^|^T1236^|^T1237^|^30546749^|^908374^|^1220105^|^5556^|^5570^|^5626^|^20181016^|^20201230^|^1461200001309003249109397810612469^|^I^|^rg^|^MMO^|^19910829^|^5571^|^fo^|^adc^|^96^|^fn^|^MMC
45194621^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130546780^|^13018949^|^9128991^|^20160504^|^T12^|^T1235^|^T1236^|^T1237^|^30546750^|^908375^|^1220106^|^5557^|^5571^|^5627^|^20180326^|^20201230^|^1461200001309003249109397810612470^|^B^|^rg^|^MMC^|^20010210^|^5572^|^fo^|^adc^|^98^|^fn^|^MMO
45194622^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130546781^|^13018950^|^9128992^|^20160904^|^T12^|^T1235^|^T1236^|^T1237^|^30546751^|^908376^|^1220107^|^5558^|^5572^|^5628^|^20181020^|^20201230^|^1461200001309003249109397810612471^|^RG^|^rg^|^MMC^|^20060602^|^5573^|^fo^|^adc^|^96^|^fn^|^MMO
45194623^|^0^|^0^|^1^|^0^|^1^|^IND^|^1130546782^|^13018951^|^9128993^|^20161202^|^T12^|^T1235^|^T1236^|^T1237^|^30546752^|^908377^|^1220108^|^5559^|^5573^|^5629^|^20181023^|^20201230^|^1461200001309003249109397810612472^|^B^|^rg^|^MMC^|^19860911^|^5574^|^fo^|^adc^|^98^|^fn^|^MMC
45194624^|^1^|^1^|^0^|^0^|^0^|^IND^|^1130546783^|^13018952^|^9128994^|^20160508^|^T12^|^T1235^|^T1236^|^T1237^|^30546753^|^908378^|^1220109^|^5560^|^5574^|^5630^|^20180210^|^20201230^|^1461200001309003249109397810612473^|^B^|^rg^|^MMC^|^20090617^|^5575^|^fo^|^abc^|^96^|^fn^|^MMC
45194625^|^1^|^0^|^0^|^1^|^0^|^ORG^|^1130546784^|^13018953^|^9128995^|^20170206^|^T12^|^T1235^|^T1236^|^T1237^|^30546754^|^908379^|^1220110^|^5561^|^5575^|^5631^|^20181128^|^20201230^|^1461200001309003249109397810612474^|^RG^|^rg^|^MMO^|^20080729^|^5576^|^fo^|^adc^|^96^|^fn^|^MMC
45194626^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130546785^|^13018954^|^9128996^|^20160929^|^T12^|^T1235^|^T1236^|^T1237^|^30546755^|^908380^|^1220111^|^5562^|^5576^|^5632^|^20180929^|^20201230^|^1461200001309003249109397810612475^|^I^|^rg^|^MMO^|^19861223^|^5577^|^fo^|^abc^|^96^|^fn^|^MMO
45194627^|^1^|^0^|^0^|^1^|^1^|^IND^|^1130546786^|^13018955^|^9128997^|^20170106^|^T12^|^T1235^|^T1236^|^T1237^|^30546756^|^908381^|^1220112^|^5563^|^5577^|^5633^|^20181206^|^20201230^|^1461200001309003249109397810612476^|^I^|^rg^|^MMC^|^19960320^|^5578^|^fo^|^adc^|^96^|^fn^|^MMO
45194628^|^0^|^0^|^0^|^0^|^0^|^ORG^|^1130546787^|^13018956^|^9128998^|^20160524^|^T12^|^T1235^|^T1236^|^T1237^|^30546757^|^908382^|^1220113^|^5564^|^5578^|^5634^|^20180526^|^20201230^|^1461200001309003249109397810612477^|^I^|^rg^|^MMC^|^19930112^|^5579^|^fo^|^abc^|^96^|^fn^|^MMC
45194629^|^1^|^0^|^1^|^1^|^1^|^IND^|^1130546788^|^13018957^|^9128999^|^20170518^|^T12^|^T1235^|^T1236^|^T1237^|^30546758^|^908383^|^1220114^|^5565^|^5579^|^5635^|^20180620^|^20201230^|^1461200001309003249109397810612478^|^I^|^rg^|^MMO^|^19991020^|^5580^|^fo^|^abc^|^96^|^fn^|^MMO
45194630^|^0^|^1^|^1^|^1^|^0^|^ORG^|^1130546789^|^13018958^|^9129000^|^20170113^|^T12^|^T1235^|^T1236^|^T1237^|^30546759^|^908384^|^1220115^|^5566^|^5580^|^5636^|^20180309^|^20201230^|^1461200001309003249109397810612479^|^B^|^rg^|^MMO^|^19860331^|^5581^|^fo^|^adc^|^96^|^fn^|^MMO
45194631^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130546790^|^13018959^|^9129001^|^20160918^|^T12^|^T1235^|^T1236^|^T1237^|^30546760^|^908385^|^1220116^|^5567^|^5581^|^5637^|^20181204^|^20201230^|^1461200001309003249109397810612480^|^RG^|^rg^|^MMC^|^19880823^|^5582^|^fo^|^adc^|^98^|^fn^|^MMO
45194632^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130546791^|^13018960^|^9129002^|^20170527^|^T12^|^T1235^|^T1236^|^T1237^|^30546761^|^908386^|^1220117^|^5568^|^5582^|^5638^|^20180702^|^20201230^|^1461200001309003249109397810612481^|^B^|^rg^|^MMC^|^20100717^|^5583^|^fo^|^abc^|^98^|^fn^|^MMO
45194633^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130546792^|^13018961^|^9129003^|^20170417^|^T12^|^T1235^|^T1236^|^T1237^|^30546762^|^908387^|^1220118^|^5569^|^5583^|^5639^|^20180821^|^20201230^|^1461200001309003249109397810612482^|^B^|^rg^|^MMC^|^19880912^|^5584^|^fo^|^abc^|^98^|^fn^|^MMC
45194634^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130546793^|^13018962^|^9129004^|^20170307^|^T12^|^T1235^|^T1236^|^T1237^|^30546763^|^908388^|^1220119^|^5570^|^5584^|^5640^|^20181110^|^20201230^|^1461200001309003249109397810612483^|^I^|^rg^|^MMC^|^19870904^|^5585^|^fo^|^adc^|^98^|^fn^|^MMC
45194635^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130546794^|^13018963^|^9129005^|^20170701^|^T12^|^T1235^|^T1236^|^T1237^|^30546764^|^908389^|^1220120^|^5571^|^5585^|^5641^|^20180506^|^20201230^|^1461200001309003249109397810612484^|^RG^|^rg^|^MMO^|^19940416^|^5586^|^fo^|^adc^|^96^|^fn^|^MMC
45194636^|^0^|^0^|^0^|^1^|^1^|^IND^|^1130546795^|^13018964^|^9129006^|^20170517^|^T12^|^T1235^|^T1236^|^T1237^|^30546765^|^908390^|^1220121^|^5572^|^5586^|^5642^|^20180518^|^20201230^|^1461200001309003249109397810612485^|^RG^|^rg^|^MMC^|^19840621^|^5587^|^fo^|^abc^|^98^|^fn^|^MMO
45194637^|^1^|^1^|^0^|^0^|^1^|^ORG^|^1130546796^|^13018965^|^9129007^|^20161216^|^T12^|^T1235^|^T1236^|^T1237^|^30546766^|^908391^|^1220122^|^5573^|^5587^|^5643^|^20180810^|^20201230^|^1461200001309003249109397810612486^|^I^|^rg^|^MMO^|^20051208^|^5588^|^fo^|^abc^|^96^|^fn^|^MMO
45194638^|^1^|^1^|^0^|^0^|^0^|^ORG^|^1130546797^|^13018966^|^9129008^|^20160803^|^T12^|^T1235^|^T1236^|^T1237^|^30546767^|^908392^|^1220123^|^5574^|^5588^|^5644^|^20180902^|^20201230^|^1461200001309003249109397810612487^|^I^|^rg^|^MMC^|^20051022^|^5589^|^fo^|^adc^|^96^|^fn^|^MMO
45194639^|^1^|^1^|^1^|^1^|^0^|^ORG^|^1130546798^|^13018967^|^9129009^|^20160730^|^T12^|^T1235^|^T1236^|^T1237^|^30546768^|^908393^|^1220124^|^5575^|^5589^|^5645^|^20181105^|^20201230^|^1461200001309003249109397810612488^|^RG^|^rg^|^MMO^|^19940224^|^5590^|^fo^|^abc^|^98^|^fn^|^MMO
45194640^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130546799^|^13018968^|^9129010^|^20170428^|^T12^|^T1235^|^T1236^|^T1237^|^30546769^|^908394^|^1220125^|^5576^|^5590^|^5646^|^20180830^|^20201230^|^1461200001309003249109397810612489^|^B^|^rg^|^MMO^|^19830810^|^5591^|^fo^|^abc^|^96^|^fn^|^MMC
45194641^|^0^|^1^|^0^|^1^|^1^|^IND^|^1130546800^|^13018969^|^9129011^|^20170613^|^T12^|^T1235^|^T1236^|^T1237^|^30546770^|^908395^|^1220126^|^5577^|^5591^|^5647^|^20180125^|^20201230^|^1461200001309003249109397810612490^|^B^|^rg^|^MMC^|^20060817^|^5592^|^fo^|^adc^|^96^|^fn^|^MMO
45194642^|^0^|^0^|^1^|^1^|^1^|^IND^|^1130546801^|^13018970^|^9129012^|^20170503^|^T12^|^T1235^|^T1236^|^T1237^|^30546771^|^908396^|^1220127^|^5578^|^5592^|^5648^|^20180409^|^20201230^|^1461200001309003249109397810612491^|^RG^|^rg^|^MMC^|^19820112^|^5593^|^fo^|^abc^|^98^|^fn^|^MMO
45194643^|^1^|^1^|^1^|^1^|^0^|^IND^|^1130546802^|^13018971^|^9129013^|^20170101^|^T12^|^T1235^|^T1236^|^T1237^|^30546772^|^908397^|^1220128^|^5579^|^5593^|^5649^|^20180102^|^20201230^|^1461200001309003249109397810612492^|^B^|^rg^|^MMO^|^19950725^|^5594^|^fo^|^adc^|^96^|^fn^|^MMC
45194644^|^1^|^1^|^0^|^1^|^0^|^ORG^|^1130546803^|^13018972^|^9129014^|^20160910^|^T12^|^T1235^|^T1236^|^T1237^|^30546773^|^908398^|^1220129^|^5580^|^5594^|^5650^|^20181106^|^20201230^|^1461200001309003249109397810612493^|^I^|^rg^|^MMC^|^20011226^|^5595^|^fo^|^adc^|^96^|^fn^|^MMC
45194645^|^1^|^1^|^1^|^0^|^1^|^IND^|^1130546804^|^13018973^|^9129015^|^20170413^|^T12^|^T1235^|^T1236^|^T1237^|^30546774^|^908399^|^1220130^|^5581^|^5595^|^5651^|^20180217^|^20201230^|^1461200001309003249109397810612494^|^RG^|^rg^|^MMO^|^20030310^|^5596^|^fo^|^abc^|^98^|^fn^|^MMC
45194646^|^0^|^1^|^0^|^0^|^1^|^ORG^|^1130546805^|^13018974^|^9129016^|^20160920^|^T12^|^T1235^|^T1236^|^T1237^|^30546775^|^908400^|^1220131^|^5582^|^5596^|^5652^|^20181031^|^20201230^|^1461200001309003249109397810612495^|^RG^|^rg^|^MMC^|^20080604^|^5597^|^fo^|^adc^|^98^|^fn^|^MMC
45194647^|^1^|^0^|^0^|^1^|^0^|^IND^|^1130546806^|^13018975^|^9129017^|^20161113^|^T12^|^T1235^|^T1236^|^T1237^|^30546776^|^908401^|^1220132^|^5583^|^5597^|^5653^|^20180621^|^20201230^|^1461200001309003249109397810612496^|^B^|^rg^|^MMO^|^19970711^|^5598^|^fo^|^abc^|^96^|^fn^|^MMO
45194648^|^0^|^1^|^0^|^1^|^0^|^IND^|^1130546807^|^13018976^|^9129018^|^20170413^|^T12^|^T1235^|^T1236^|^T1237^|^30546777^|^908402^|^1220133^|^5584^|^5598^|^5654^|^20180404^|^20201230^|^1461200001309003249109397810612497^|^RG^|^rg^|^MMO^|^20101202^|^5599^|^fo^|^adc^|^98^|^fn^|^MMO
